bit_acc,msg_acc,msg_similarity,baseline_bit_acc,baseline_msg_acc,baseline_msg_similarity,latency,noise,message
0.9375,0,0.5,1.0,1,1.0,0.0004112720489501953,0.2,06
0.875,0,0.5,0.625,0,0.0,0.0004162788391113281,0.2,42
1.0,1,1.0,0.75,0,0.5,0.0004112720489501953,0.2,15
0.9375,0,0.5,0.8125,0,0.0,0.0006670951843261719,0.2,23
1.0,1,1.0,0.875,0,0.5,0.0004546642303466797,0.2,14
0.9375,0,0.5,0.9375,0,0.5,0.0004134178161621094,0.2,06
0.875,0,0.5,0.5,0,0.0,0.00044345855712890625,0.2,42
0.875,0,0.0,0.875,0,0.0,0.0004131793975830078,0.2,15
0.875,0,0.5,0.75,0,0.5,0.0004527568817138672,0.2,23
1.0,1,1.0,0.875,0,0.5,0.00041937828063964844,0.2,14
0.875,0,0.5,0.875,0,0.5,0.0004436969757080078,0.2,06
1.0,1,1.0,0.5,0,0.0,0.000423431396484375,0.2,42
1.0,1,1.0,0.625,0,0.0,0.00044989585876464844,0.2,15
0.75,0,0.0,0.5,0,0.0,0.0004227161407470703,0.2,23
1.0,1,1.0,0.75,0,0.5,0.00041937828063964844,0.2,14
0.8125,0,0.0,0.6875,0,0.5,0.00041747093200683594,0.2,06
0.8125,0,0.0,0.6875,0,0.0,0.00041556358337402344,0.2,42
1.0,1,1.0,0.875,0,0.5,0.00044655799865722656,0.2,15
0.9375,0,0.5,0.4375,0,0.0,0.00041604042053222656,0.2,23
0.875,0,0.0,0.875,0,0.0,0.0004429817199707031,0.2,14
0.9375,0,0.5,1.0,1,1.0,0.0004124641418457031,0.2,06
1.0,1,1.0,1.0,1,1.0,0.0004425048828125,0.2,42
1.0,1,1.0,0.75,0,0.5,0.00041866302490234375,0.2,15
1.0,1,1.0,0.125,0,0.0,0.0004923343658447266,0.2,23
0.8125,0,0.0,0.75,0,0.0,0.0004150867462158203,0.2,14
0.9375,0,0.5,0.9375,0,0.5,0.0004565715789794922,0.2,06
1.0,1,1.0,0.9375,0,0.5,0.0004227161407470703,0.2,42
0.875,0,0.5,0.625,0,0.5,0.0004544258117675781,0.2,15
0.8125,0,0.0,0.5625,0,0.0,0.00046753883361816406,0.25,23
0.9375,0,0.5,0.4375,0,0.0,0.00041961669921875,0.25,14
0.8125,0,0.5,0.6875,0,0.0,0.00045228004455566406,0.25,06
0.875,0,0.0,0.8125,0,0.0,0.00044465065002441406,0.25,42
0.875,0,0.0,0.5625,0,0.0,0.0004267692565917969,0.25,15
0.875,0,0.5,0.75,0,0.5,0.0005447864532470703,0.25,23
0.8125,0,0.0,0.6875,0,0.0,0.0004177093505859375,0.25,14
0.8125,0,0.0,0.75,0,0.5,0.0004317760467529297,0.25,06
0.875,0,0.5,0.8125,0,0.0,0.0004153251647949219,0.25,42
0.875,0,0.0,0.875,0,0.0,0.0004417896270751953,0.25,15
0.8125,0,0.0,0.8125,0,0.0,0.00041675567626953125,0.25,23
1.0,1,1.0,0.75,0,0.5,0.0004410743713378906,0.25,14
0.8125,0,0.0,0.8125,0,0.0,0.0004169940948486328,0.25,06
0.875,0,0.5,0.6875,0,0.0,0.0004405975341796875,0.25,42
0.875,0,0.5,0.5625,0,0.0,0.0004189014434814453,0.25,15
0.875,0,0.5,0.875,0,0.5,0.00045108795166015625,0.25,23
0.8125,0,0.0,0.625,0,0.0,0.0004191398620605469,0.25,14
0.875,0,0.0,0.5625,0,0.0,0.0004470348358154297,0.25,06
0.875,0,0.5,0.875,0,0.5,0.00041365623474121094,0.25,42
0.9375,0,0.5,0.5,0,0.0,0.00044345855712890625,0.25,15
0.875,0,0.5,0.75,0,0.5,0.0004200935363769531,0.25,23
0.9375,0,0.5,0.6875,0,0.5,0.0004506111145019531,0.25,14
1.0,1,1.0,0.625,0,0.0,0.0004124641418457031,0.25,06
0.875,0,0.5,0.375,0,0.0,0.00044798851013183594,0.25,42
0.75,0,0.0,0.6875,0,0.0,0.00041174888610839844,0.25,15
0.8125,0,0.0,0.8125,0,0.0,0.0005853176116943359,0.25,23
0.9375,0,0.5,0.4375,0,0.0,0.0005273818969726562,0.25,14
0.9375,0,0.5,0.6875,0,0.5,0.0004191398620605469,0.25,06
0.875,0,0.5,0.625,0,0.0,0.00044727325439453125,0.25,42
0.875,0,0.5,0.8125,0,0.5,0.0004165172576904297,0.25,15
1.0,1,1.0,0.5625,0,0.0,0.000431060791015625,0.25,23
0.9375,0,0.5,0.6875,0,0.5,0.00042319297790527344,0.25,14
0.75,0,0.0,0.5625,0,0.0,0.000423431396484375,0.25,06
0.8125,0,0.0,0.5625,0,0.0,0.00043010711669921875,0.25,42
0.8125,0,0.0,0.75,0,0.0,0.00041961669921875,0.25,15
1.0,1,1.0,1.0,1,1.0,0.00044417381286621094,0.25,23
1.0,1,1.0,0.5,0,0.0,0.0004496574401855469,0.25,14
0.9375,0,0.5,0.5,0,0.0,0.00046706199645996094,0.25,06
1.0,1,1.0,0.375,0,0.0,0.0005624294281005859,0.25,42
1.0,1,1.0,0.8125,0,0.0,0.00043487548828125,0.25,15
1.0,1,1.0,0.25,0,0.0,0.0004558563232421875,0.25,23
0.9375,0,0.5,0.6875,0,0.5,0.0004329681396484375,0.25,14
0.9375,0,0.5,0.8125,0,0.5,0.0006260871887207031,0.25,06
0.8125,0,0.0,0.5625,0,0.0,0.0006382465362548828,0.25,42
0.8125,0,0.5,0.8125,0,0.5,0.00041937828063964844,0.25,15
1.0,1,1.0,0.875,0,0.5,0.00042557716369628906,0.25,23
0.9375,0,0.5,0.625,0,0.0,0.00042700767517089844,0.25,14
0.875,0,0.0,0.625,0,0.0,0.0004258155822753906,0.25,06
0.875,0,0.5,0.75,0,0.0,0.00041937828063964844,0.25,42
0.875,0,0.0,0.5625,0,0.0,0.00042128562927246094,0.25,15
0.9375,0,0.5,0.9375,0,0.5,0.0004305839538574219,0.25,23
0.9375,0,0.5,0.75,0,0.0,0.00042176246643066406,0.25,14
0.875,0,0.0,0.25,0,0.0,0.0004971027374267578,0.25,06
0.6875,0,0.0,0.6875,0,0.0,0.00042057037353515625,0.25,42
0.875,0,0.5,0.8125,0,0.5,0.00042247772216796875,0.25,15
0.8125,0,0.0,0.5,0,0.0,0.0004177093505859375,0.25,23
0.875,0,0.0,0.625,0,0.0,0.0004124641418457031,0.25,14
0.875,0,0.5,0.5625,0,0.0,0.00041747093200683594,0.25,06
0.875,0,0.5,0.875,0,0.5,0.00042128562927246094,0.25,42
0.9375,0,0.5,0.6875,0,0.0,0.000385284423828125,0.25,15
0.9375,0,0.5,0.5,0,0.0,0.0004184246063232422,0.25,23
0.8125,0,0.5,0.9375,0,0.5,0.00041484832763671875,0.25,14
0.9375,0,0.5,0.5,0,0.0,0.00041937828063964844,0.25,06
0.875,0,0.0,0.625,0,0.0,0.0004177093505859375,0.25,42
0.8125,0,0.0,0.4375,0,0.0,0.00042057037353515625,0.25,15
0.8125,0,0.0,0.4375,0,0.0,0.00041484832763671875,0.25,23
0.875,0,0.5,0.625,0,0.0,0.0004153251647949219,0.25,14
0.875,0,0.0,0.5,0,0.0,0.0004131793975830078,0.25,06
0.875,0,0.0,0.8125,0,0.0,0.0007052421569824219,0.25,42
0.9375,0,0.5,0.5625,0,0.0,0.0005128383636474609,0.25,15
0.875,0,0.5,0.6875,0,0.0,0.00041794776916503906,0.25,23
0.9375,0,0.5,0.4375,0,0.0,0.0004658699035644531,0.25,14
0.875,0,0.5,0.5625,0,0.0,0.0004200935363769531,0.25,06
0.875,0,0.5,0.625,0,0.0,0.0005924701690673828,0.25,42
0.9375,0,0.5,0.4375,0,0.0,0.0006303787231445312,0.25,15
1.0,1,1.0,0.75,0,0.5,0.0004265308380126953,0.25,23
0.9375,0,0.5,0.875,0,0.5,0.0004227161407470703,0.25,14
0.875,0,0.5,0.625,0,0.5,0.00042510032653808594,0.25,06
0.875,0,0.5,0.625,0,0.0,0.00042891502380371094,0.25,42
0.9375,0,0.5,0.75,0,0.0,0.00042557716369628906,0.25,15
0.8125,0,0.5,0.3125,0,0.0,0.0004253387451171875,0.25,23
0.8125,0,0.0,0.6875,0,0.0,0.0004208087921142578,0.25,14
0.8125,0,0.0,0.75,0,0.5,0.000423431396484375,0.25,06
1.0,1,1.0,0.75,0,0.5,0.00042748451232910156,0.25,42
0.9375,0,0.5,0.4375,0,0.0,0.0004191398620605469,0.25,15
0.8125,0,0.0,0.4375,0,0.0,0.00042319297790527344,0.25,23
0.9375,0,0.5,0.4375,0,0.0,0.00042247772216796875,0.25,14
0.75,0,0.0,0.75,0,0.0,0.0004153251647949219,0.25,06
1.0,1,1.0,0.875,0,0.5,0.0004222393035888672,0.25,42
1.0,1,1.0,0.875,0,0.5,0.00043272972106933594,0.25,15
0.875,0,0.5,0.375,0,0.0,0.0004172325134277344,0.25,23
1.0,1,1.0,0.875,0,0.5,0.0004184246063232422,0.25,14
0.8125,0,0.0,0.8125,0,0.0,0.0004177093505859375,0.25,06
0.8125,0,0.0,0.5625,0,0.0,0.0004189014434814453,0.25,42
0.875,0,0.5,0.875,0,0.5,0.00041747093200683594,0.25,15
0.9375,0,0.5,0.3125,0,0.0,0.0004143714904785156,0.25,23
1.0,1,1.0,1.0,1,1.0,0.0004172325134277344,0.25,14
0.9375,0,0.5,0.6875,0,0.0,0.0004189014434814453,0.25,06
0.9375,0,0.5,0.8125,0,0.0,0.0004980564117431641,0.25,42
0.8125,0,0.5,0.8125,0,0.5,0.0006053447723388672,0.25,15
1.0,1,1.0,0.5,0,0.0,0.0006132125854492188,0.25,23
0.875,0,0.0,0.375,0,0.0,0.0004420280456542969,0.25,14
0.8125,0,0.0,0.5,0,0.0,0.0004229545593261719,0.25,06
0.9375,0,0.5,0.8125,0,0.5,0.0004341602325439453,0.25,42
0.9375,0,0.5,0.4375,0,0.0,0.00041937828063964844,0.25,15
0.8125,0,0.0,0.8125,0,0.0,0.00044846534729003906,0.25,23
1.0,1,1.0,0.75,0,0.5,0.00041365623474121094,0.25,14
0.9375,0,0.5,0.6875,0,0.5,0.000415802001953125,0.25,06
1.0,1,1.0,0.9375,0,0.5,0.0004162788391113281,0.25,42
1.0,1,1.0,0.875,0,0.5,0.0004143714904785156,0.25,15
0.875,0,0.5,0.375,0,0.0,0.0004143714904785156,0.25,23
0.875,0,0.5,0.6875,0,0.0,0.0004169940948486328,0.25,14
0.9375,0,0.5,0.8125,0,0.0,0.00041294097900390625,0.25,06
0.875,0,0.0,0.375,0,0.0,0.00042247772216796875,0.25,42
0.875,0,0.5,0.8125,0,0.0,0.0004138946533203125,0.25,15
0.8125,0,0.0,0.8125,0,0.0,0.0004169940948486328,0.25,23
0.8125,0,0.0,0.6875,0,0.0,0.0004169940948486328,0.25,14
0.875,0,0.5,0.875,0,0.5,0.000415802001953125,0.25,06
0.9375,0,0.5,0.9375,0,0.5,0.0004200935363769531,0.25,42
0.8125,0,0.0,0.625,0,0.0,0.0004131793975830078,0.25,15
0.9375,0,0.5,0.6875,0,0.0,0.0004143714904785156,0.25,23
0.9375,0,0.5,0.875,0,0.5,0.00041365623474121094,0.25,14
0.9375,0,0.5,0.6875,0,0.5,0.0004169940948486328,0.25,06
0.875,0,0.5,0.75,0,0.0,0.00041794776916503906,0.25,42
0.9375,0,0.5,0.625,0,0.0,0.00042176246643066406,0.25,15
0.75,0,0.0,0.5,0,0.0,0.0004184246063232422,0.25,23
1.0,1,1.0,0.875,0,0.5,0.0004189014434814453,0.25,14
1.0,1,1.0,0.5625,0,0.0,0.0004184246063232422,0.25,06
0.875,0,0.5,0.625,0,0.0,0.0004165172576904297,0.25,42
0.9375,0,0.5,0.8125,0,0.5,0.0004127025604248047,0.25,15
0.875,0,0.5,0.875,0,0.5,0.0008604526519775391,0.25,23
1.0,1,1.0,0.625,0,0.0,0.0004444122314453125,0.25,14
1.0,1,1.0,0.5625,0,0.0,0.0004169940948486328,0.25,06
0.8125,0,0.0,0.75,0,0.0,0.0004475116729736328,0.25,42
0.9375,0,0.5,0.8125,0,0.0,0.0004200935363769531,0.25,15
1.0,1,1.0,0.375,0,0.0,0.00044989585876464844,0.25,23
0.9375,0,0.5,0.8125,0,0.5,0.00042057037353515625,0.25,14
0.875,0,0.5,0.625,0,0.0,0.00045490264892578125,0.25,06
0.8125,0,0.5,0.8125,0,0.5,0.0004150867462158203,0.25,42
0.875,0,0.5,0.875,0,0.5,0.0004496574401855469,0.25,15
0.8125,0,0.0,0.8125,0,0.0,0.0004374980926513672,0.25,23
0.875,0,0.0,0.6875,0,0.0,0.0004260540008544922,0.25,14
0.875,0,0.5,0.875,0,0.5,0.0004303455352783203,0.25,06
0.875,0,0.5,0.75,0,0.0,0.0004291534423828125,0.25,42
0.9375,0,0.5,0.4375,0,0.0,0.0004267692565917969,0.25,15
1.0,1,1.0,0.5,0,0.0,0.00043463706970214844,0.25,23
0.875,0,0.0,0.75,0,0.0,0.00042629241943359375,0.25,14
0.6875,0,0.0,0.6875,0,0.0,0.0004279613494873047,0.25,06
0.875,0,0.0,0.625,0,0.0,0.00042629241943359375,0.25,42
0.9375,0,0.5,0.8125,0,0.0,0.0004253387451171875,0.25,15
0.9375,0,0.5,0.9375,0,0.5,0.0004265308380126953,0.25,23
0.9375,0,0.5,0.875,0,0.5,0.0004239082336425781,0.25,14
0.9375,0,0.5,0.5,0,0.0,0.0004363059997558594,0.25,06
1.0,1,1.0,0.9375,0,0.5,0.0004296302795410156,0.25,42
0.9375,0,0.5,0.9375,0,0.5,0.00043129920959472656,0.25,15
0.9375,0,0.5,0.625,0,0.0,0.000423431396484375,0.25,23
1.0,1,1.0,0.5625,0,0.0,0.0004277229309082031,0.25,14
0.9375,0,0.5,0.6875,0,0.5,0.00042629241943359375,0.25,06
0.8125,0,0.5,0.6875,0,0.0,0.00044608116149902344,0.25,42
0.875,0,0.5,0.875,0,0.5,0.00042819976806640625,0.25,15
1.0,1,1.0,0.8125,0,0.5,0.0004286766052246094,0.25,23
0.875,0,0.5,0.625,0,0.0,0.00043773651123046875,0.25,14
0.875,0,0.0,0.1875,0,0.0,0.0004322528839111328,0.25,06
0.875,0,0.5,0.375,0,0.0,0.0004279613494873047,0.25,42
0.9375,0,0.5,0.875,0,0.0,0.00042700767517089844,0.25,15
0.6875,0,0.0,0.6875,0,0.0,0.0004334449768066406,0.25,23
0.875,0,0.0,0.5625,0,0.0,0.0004303455352783203,0.25,14
0.75,0,0.0,0.75,0,0.0,0.0004298686981201172,0.25,06
0.9375,0,0.5,0.875,0,0.0,0.0004258155822753906,0.25,42
0.875,0,0.5,0.75,0,0.5,0.00043082237243652344,0.25,15
0.9375,0,0.5,0.625,0,0.0,0.00042366981506347656,0.25,23
0.875,0,0.5,0.75,0,0.5,0.00043201446533203125,0.25,14
0.9375,0,0.5,0.875,0,0.5,0.0004267692565917969,0.25,06
0.8125,0,0.0,0.75,0,0.5,0.00042891502380371094,0.25,42
0.9375,0,0.5,0.6875,0,0.0,0.00043511390686035156,0.25,15
1.0,1,1.0,0.1875,0,0.0,0.00043129920959472656,0.25,23
0.875,0,0.0,0.75,0,0.0,0.00042629241943359375,0.25,14
0.6875,0,0.0,0.8125,0,0.5,0.0004258155822753906,0.25,06
0.9375,0,0.5,0.8125,0,0.5,0.00042176246643066406,0.25,42
1.0,1,1.0,0.5,0,0.0,0.0004208087921142578,0.25,15
0.8125,0,0.0,0.5625,0,0.0,0.0004258155822753906,0.25,23
1.0,1,1.0,0.9375,0,0.5,0.00043129920959472656,0.25,14
0.8125,0,0.5,0.6875,0,0.5,0.0004246234893798828,0.25,06
0.8125,0,0.0,0.75,0,0.0,0.0004291534423828125,0.25,42
0.8125,0,0.0,0.5625,0,0.0,0.00042510032653808594,0.25,15
1.0,1,1.0,0.9375,0,0.5,0.00043511390686035156,0.25,23
0.9375,0,0.5,0.875,0,0.0,0.0004284381866455078,0.25,14
1.0,1,1.0,0.75,0,0.5,0.00042700767517089844,0.25,06
0.9375,0,0.5,0.6875,0,0.5,0.0004277229309082031,0.25,42
0.875,0,0.5,0.6875,0,0.0,0.0004229545593261719,0.25,15
1.0,1,1.0,0.25,0,0.0,0.00043082237243652344,0.25,23
1.0,1,1.0,0.875,0,0.5,0.00043129920959472656,0.25,14
0.875,0,0.5,0.5625,0,0.0,0.0004296302795410156,0.25,06
0.875,0,0.5,0.75,0,0.0,0.0004372596740722656,0.25,42
0.875,0,0.5,0.875,0,0.0,0.0005238056182861328,0.25,15
0.875,0,0.5,0.3125,0,0.0,0.00042629241943359375,0.25,23
1.0,1,1.0,0.75,0,0.5,0.0004303455352783203,0.25,14
0.6875,0,0.0,0.8125,0,0.5,0.0004258155822753906,0.25,06
0.9375,0,0.5,0.5625,0,0.0,0.00042629241943359375,0.25,42
0.8125,0,0.0,0.625,0,0.0,0.00042724609375,0.25,15
0.9375,0,0.5,0.6875,0,0.0,0.0004229545593261719,0.25,23
0.875,0,0.5,0.875,0,0.5,0.00043582916259765625,0.25,14
0.875,0,0.5,0.75,0,0.0,0.00042247772216796875,0.25,06
0.9375,0,0.5,0.4375,0,0.0,0.0004200935363769531,0.25,42
0.8125,0,0.0,0.4375,0,0.0,0.0004303455352783203,0.25,15
0.875,0,0.5,0.8125,0,0.0,0.00042939186096191406,0.25,23
0.8125,0,0.0,0.4375,0,0.0,0.0004303455352783203,0.25,14
0.8125,0,0.0,0.5625,0,0.0,0.0004324913024902344,0.25,06
0.875,0,0.5,0.875,0,0.5,0.00042557716369628906,0.25,42
1.0,1,1.0,0.5,0,0.0,0.00043201446533203125,0.25,15
0.8125,0,0.0,0.8125,0,0.0,0.0004220008850097656,0.25,23
0.9375,0,0.5,0.75,0,0.0,0.00042247772216796875,0.25,14
0.875,0,0.0,0.75,0,0.0,0.00042724609375,0.25,06
0.75,0,0.0,0.625,0,0.0,0.00043082237243652344,0.25,42
1.0,1,1.0,1.0,1,1.0,0.0004284381866455078,0.25,15
0.875,0,0.5,0.375,0,0.0,0.0004353523254394531,0.25,23
0.875,0,0.5,0.75,0,0.5,0.0004286766052246094,0.25,14
0.9375,0,0.5,0.8125,0,0.5,0.0004329681396484375,0.25,06
0.8125,0,0.0,0.75,0,0.5,0.00042176246643066406,0.25,42
0.9375,0,0.5,0.625,0,0.0,0.00042319297790527344,0.25,15
1.0,1,1.0,0.8125,0,0.0,0.00042319297790527344,0.25,23
0.875,0,0.0,0.5,0,0.0,0.0004324913024902344,0.25,14
0.875,0,0.0,0.875,0,0.0,0.00043320655822753906,0.25,06
1.0,1,1.0,0.9375,0,0.5,0.00042700767517089844,0.25,42
0.9375,0,0.5,0.4375,0,0.0,0.00042939186096191406,0.25,15
0.875,0,0.5,0.625,0,0.0,0.00042176246643066406,0.25,23
0.875,0,0.0,0.5625,0,0.0,0.00043082237243652344,0.25,14
0.9375,0,0.5,0.4375,0,0.0,0.0004286766052246094,0.25,06
0.9375,0,0.5,0.875,0,0.5,0.00043201446533203125,0.25,42
0.875,0,0.5,0.8125,0,0.0,0.0004265308380126953,0.25,15
1.0,1,1.0,0.875,0,0.5,0.00042724609375,0.25,23
0.875,0,0.5,0.625,0,0.0,0.0004277229309082031,0.25,14
0.9375,0,0.5,0.5625,0,0.0,0.00042319297790527344,0.25,06
0.8125,0,0.0,0.75,0,0.0,0.00042629241943359375,0.25,42
0.9375,0,0.5,0.8125,0,0.5,0.00042724609375,0.25,15
0.875,0,0.5,0.625,0,0.5,0.00042557716369628906,0.25,23
0.9375,0,0.5,0.6875,0,0.0,0.00042748451232910156,0.25,14
1.0,1,1.0,0.75,0,0.5,0.0004315376281738281,0.25,06
0.9375,0,0.5,0.8125,0,0.5,0.00041937828063964844,0.25,42
0.875,0,0.0,0.5625,0,0.0,0.0004248619079589844,0.25,15
0.9375,0,0.5,0.5625,0,0.0,0.00042319297790527344,0.25,23
1.0,1,1.0,0.625,0,0.0,0.0004291534423828125,0.25,14
1.0,1,1.0,0.5625,0,0.0,0.00042128562927246094,0.25,06
0.8125,0,0.0,0.8125,0,0.5,0.00042819976806640625,0.25,42
0.9375,0,0.5,0.6875,0,0.0,0.00042629241943359375,0.25,15
1.0,1,1.0,0.5,0,0.0,0.0004222393035888672,0.25,23
1.0,1,1.0,1.0,1,1.0,0.0004267692565917969,0.25,14
0.9375,0,0.5,0.6875,0,0.5,0.0004315376281738281,0.25,06
0.9375,0,0.5,0.5,0,0.0,0.0004267692565917969,0.25,42
0.9375,0,0.5,0.875,0,0.5,0.0004279613494873047,0.25,15
0.9375,0,0.5,0.625,0,0.5,0.0004239082336425781,0.25,23
0.8125,0,0.0,0.5,0,0.0,0.0004258155822753906,0.25,14
0.875,0,0.0,0.625,0,0.0,0.0004296302795410156,0.25,06
1.0,1,1.0,1.0,1,1.0,0.0004258155822753906,0.25,42
1.0,1,1.0,0.5625,0,0.0,0.0004298686981201172,0.25,15
1.0,1,1.0,0.5,0,0.5,0.00042128562927246094,0.25,23
0.9375,0,0.5,0.75,0,0.0,0.0004258155822753906,0.25,14
0.8125,0,0.0,0.6875,0,0.0,0.00043463706970214844,0.25,06
1.0,1,1.0,0.375,0,0.0,0.00042748451232910156,0.25,42
0.875,0,0.5,0.6875,0,0.0,0.00042366981506347656,0.25,15
0.8125,0,0.0,0.8125,0,0.0,0.00042939186096191406,0.25,23
0.9375,0,0.5,0.8125,0,0.5,0.00042438507080078125,0.25,14
0.8125,0,0.5,0.6875,0,0.5,0.00042629241943359375,0.25,06
0.9375,0,0.5,0.8125,0,0.0,0.00042819976806640625,0.25,42
1.0,1,1.0,0.6875,0,0.0,0.0004322528839111328,0.25,15
0.9375,0,0.5,0.875,0,0.0,0.00043082237243652344,0.25,23
1.0,1,1.0,0.5,0,0.0,0.0004305839538574219,0.25,14
0.6875,0,0.0,0.4375,0,0.0,0.0004296302795410156,0.25,06
0.875,0,0.5,0.375,0,0.0,0.00043010711669921875,0.25,42
0.875,0,0.5,0.75,0,0.5,0.0004279613494873047,0.25,15
0.9375,0,0.5,0.625,0,0.0,0.0004303455352783203,0.25,23
0.9375,0,0.5,0.875,0,0.0,0.00042724609375,0.25,14
0.875,0,0.0,0.5625,0,0.0,0.0004298686981201172,0.25,06
0.75,0,0.0,0.5,0,0.0,0.00042724609375,0.25,42
1.0,1,1.0,0.8125,0,0.5,0.00042700767517089844,0.25,15
0.9375,0,0.5,0.875,0,0.5,0.0004324913024902344,0.25,23
0.875,0,0.0,0.8125,0,0.5,0.00042939186096191406,0.25,14
0.8125,0,0.5,0.6875,0,0.0,0.0004267692565917969,0.25,06
0.9375,0,0.5,0.625,0,0.0,0.0004267692565917969,0.25,42
0.9375,0,0.5,0.4375,0,0.0,0.0004265308380126953,0.25,15
0.75,0,0.0,0.5,0,0.0,0.0004229545593261719,0.25,23
1.0,1,1.0,0.8125,0,0.0,0.0004227161407470703,0.25,14
0.9375,0,0.5,0.5,0,0.0,0.00042128562927246094,0.25,06
0.875,0,0.5,0.4375,0,0.0,0.00042557716369628906,0.25,42
0.9375,0,0.5,0.4375,0,0.0,0.00042939186096191406,0.25,15
0.75,0,0.0,0.4375,0,0.0,0.0004241466522216797,0.25,23
1.0,1,1.0,0.5625,0,0.0,0.0004279613494873047,0.25,14
1.0,1,1.0,0.75,0,0.5,0.0004353523254394531,0.25,06
0.875,0,0.0,0.8125,0,0.0,0.0004248619079589844,0.25,42
0.9375,0,0.5,0.4375,0,0.0,0.0004248619079589844,0.25,15
0.9375,0,0.5,0.8125,0,0.5,0.0004298686981201172,0.25,23
0.8125,0,0.0,0.8125,0,0.0,0.00042891502380371094,0.25,14
0.9375,0,0.5,0.6875,0,0.5,0.00042629241943359375,0.25,06
1.0,1,1.0,0.4375,0,0.0,0.0004296302795410156,0.25,42
0.875,0,0.0,0.4375,0,0.0,0.0004260540008544922,0.25,15
0.9375,0,0.5,0.5625,0,0.0,0.0004253387451171875,0.25,23
0.875,0,0.5,0.875,0,0.5,0.00042748451232910156,0.25,14
0.875,0,0.5,0.75,0,0.5,0.00042748451232910156,0.25,06
0.9375,0,0.5,0.5,0,0.0,0.00042438507080078125,0.25,42
0.8125,0,0.0,0.6875,0,0.0,0.0004305839538574219,0.25,15
0.875,0,0.5,0.875,0,0.5,0.00043010711669921875,0.25,23
0.9375,0,0.5,0.9375,0,0.5,0.0004286766052246094,0.25,14
0.9375,0,0.5,0.5625,0,0.0,0.0004315376281738281,0.25,06
0.875,0,0.0,0.625,0,0.0,0.0004286766052246094,0.25,42
1.0,1,1.0,0.75,0,0.5,0.0004208087921142578,0.25,15
1.0,1,1.0,0.75,0,0.0,0.00042438507080078125,0.25,23
0.8125,0,0.0,0.5625,0,0.0,0.00042629241943359375,0.25,14
0.9375,0,0.5,0.5625,0,0.0,0.0004296302795410156,0.25,06
0.9375,0,0.5,0.875,0,0.0,0.00043272972106933594,0.25,42
0.9375,0,0.5,0.3125,0,0.0,0.0004229545593261719,0.25,15
0.9375,0,0.5,0.4375,0,0.0,0.00042939186096191406,0.25,23
0.9375,0,0.5,0.6875,0,0.0,0.0004296302795410156,0.25,14
0.8125,0,0.0,0.75,0,0.5,0.00043082237243652344,0.25,06
0.875,0,0.0,0.5,0,0.0,0.0004329681396484375,0.25,42
0.8125,0,0.0,0.5625,0,0.0,0.0004277229309082031,0.25,15
0.9375,0,0.5,0.1875,0,0.0,0.00038433074951171875,0.25,23
0.875,0,0.5,0.4375,0,0.0,0.0004279613494873047,0.25,14
0.9375,0,0.5,0.9375,0,0.5,0.00043010711669921875,0.25,06
0.6875,0,0.0,0.6875,0,0.0,0.000431060791015625,0.25,42
0.9375,0,0.5,0.8125,0,0.5,0.00042700767517089844,0.25,15
1.0,1,1.0,0.375,0,0.0,0.00042700767517089844,0.25,23
0.9375,0,0.5,0.3125,0,0.0,0.00042629241943359375,0.25,14
0.9375,0,0.5,0.5,0,0.0,0.0004329681396484375,0.25,06
1.0,1,1.0,0.8125,0,0.0,0.000431060791015625,0.25,42
0.8125,0,0.0,0.75,0,0.0,0.0004241466522216797,0.25,15
0.9375,0,0.5,0.3125,0,0.0,0.0004215240478515625,0.25,23
0.9375,0,0.5,0.625,0,0.0,0.00042510032653808594,0.25,14
1.0,1,1.0,0.625,0,0.5,0.00042510032653808594,0.25,06
0.875,0,0.5,0.875,0,0.5,0.0004210472106933594,0.25,42
1.0,1,1.0,0.5625,0,0.0,0.00042700767517089844,0.25,15
0.9375,0,0.5,0.75,0,0.0,0.0004291534423828125,0.25,23
0.875,0,0.5,0.875,0,0.5,0.00042748451232910156,0.25,14
0.75,0,0.0,0.8125,0,0.5,0.00042700767517089844,0.25,06
0.875,0,0.5,0.5625,0,0.0,0.00044226646423339844,0.25,42
1.0,1,1.0,0.875,0,0.5,0.0004329681396484375,0.25,15
0.9375,0,0.5,0.75,0,0.0,0.00042128562927246094,0.25,23
0.9375,0,0.5,0.9375,0,0.5,0.0004220008850097656,0.25,14
0.9375,0,0.5,0.5625,0,0.0,0.0004138946533203125,0.25,06
0.875,0,0.5,0.5,0,0.0,0.00042247772216796875,0.25,42
0.875,0,0.5,0.625,0,0.5,0.000423431396484375,0.25,15
1.0,1,1.0,0.875,0,0.5,0.0004246234893798828,0.25,23
0.9375,0,0.5,0.9375,0,0.5,0.00042247772216796875,0.25,14
0.875,0,0.0,0.5625,0,0.0,0.0004200935363769531,0.25,06
0.9375,0,0.5,0.5625,0,0.0,0.00042510032653808594,0.25,42
0.75,0,0.0,0.6875,0,0.0,0.0004260540008544922,0.25,15
1.0,1,1.0,0.25,0,0.0,0.00042891502380371094,0.25,23
0.9375,0,0.5,0.8125,0,0.5,0.00042057037353515625,0.25,14
0.8125,0,0.0,0.4375,0,0.0,0.00041961669921875,0.25,06
0.875,0,0.0,0.5,0,0.0,0.0004248619079589844,0.25,42
