bit_acc,msg_acc,msg_similarity,baseline_bit_acc,baseline_msg_acc,baseline_msg_similarity,hmm_bit_acc,hmm_msg_acc,hmm_msg_similarity,fb_bit_acc,fb_msg_acc,fb_msg_similarity,med_bit_acc,med_msg_acc,med_msg_similarity,latency,noise,message
0.9375,0,0.5,0.9375,0,0.5,0.625,0,0.0,0.9375,0,0.5,0.5,0,0.0,0.00043201446533203125,0.55,65
0.8125,0,0.0,0.6875,0,0.0,0.6875,0,0.0,0.6875,0,0.0,0.5625,0,0.0,0.00043010711669921875,0.55,01
0.8125,0,0.5,0.4375,0,0.0,0.5625,0,0.0,0.4375,0,0.0,0.5625,0,0.0,0.00043320655822753906,0.55,23
0.9375,0,0.5,0.4375,0,0.0,0.5625,0,0.0,0.4375,0,0.0,0.5625,0,0.0,0.00043511390686035156,0.55,49
0.875,0,0.0,0.625,0,0.0,0.5,0,0.0,0.625,0,0.0,0.5,0,0.0,0.0004286766052246094,0.55,78
1.0,1,1.0,0.8125,0,0.0,0.625,0,0.0,0.8125,0,0.0,0.75,0,0.0,0.00043129920959472656,0.55,65
0.8125,0,0.0,0.6875,0,0.0,0.6875,0,0.0,0.6875,0,0.0,0.625,0,0.0,0.0004322528839111328,0.55,01
0.875,0,0.5,0.375,0,0.0,0.4375,0,0.0,0.5625,0,0.0,0.75,0,0.5,0.0004305839538574219,0.55,23
0.875,0,0.5,0.4375,0,0.0,0.5625,0,0.0,0.4375,0,0.0,0.5625,0,0.0,0.0004305839538574219,0.55,49
0.8125,0,0.0,0.6875,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.0004677772521972656,0.55,78
1.0,1,1.0,0.5625,0,0.0,0.625,0,0.0,0.5625,0,0.0,0.4375,0,0.0,0.00043773651123046875,0.55,65
0.875,0,0.0,0.8125,0,0.0,0.6875,0,0.0,0.75,0,0.0,0.625,0,0.0,0.00043582916259765625,0.55,01
0.8125,0,0.0,0.5625,0,0.0,0.3125,0,0.0,0.3125,0,0.0,0.4375,0,0.0,0.00043463706970214844,0.55,23
0.75,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.0004303455352783203,0.55,49
0.8125,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.00042891502380371094,0.55,78
0.75,0,0.0,0.4375,0,0.0,0.625,0,0.0,0.4375,0,0.0,0.5,0,0.0,0.00047397613525390625,0.55,65
0.9375,0,0.5,0.6875,0,0.5,0.3125,0,0.0,0.6875,0,0.5,0.5625,0,0.0,0.0004684925079345703,0.55,01
0.8125,0,0.0,0.625,0,0.0,0.4375,0,0.0,0.5,0,0.0,0.375,0,0.0,0.0004394054412841797,0.55,23
0.875,0,0.0,0.3125,0,0.0,0.5625,0,0.0,0.3125,0,0.0,0.375,0,0.0,0.0004277229309082031,0.55,49
0.8125,0,0.0,0.375,0,0.0,0.375,0,0.0,0.375,0,0.0,0.4375,0,0.0,0.0004291534423828125,0.55,78
0.8125,0,0.0,0.625,0,0.0,0.625,0,0.0,0.4375,0,0.0,0.4375,0,0.0,0.00042891502380371094,0.55,65
0.875,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.0004329681396484375,0.55,01
0.6875,0,0.0,0.5,0,0.0,0.3125,0,0.0,0.4375,0,0.0,0.375,0,0.0,0.00043082237243652344,0.55,23
0.9375,0,0.5,0.3125,0,0.0,0.5625,0,0.0,0.4375,0,0.0,0.375,0,0.0,0.0004253387451171875,0.55,49
0.875,0,0.5,0.5625,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.625,0,0.0,0.00042724609375,0.55,78
0.875,0,0.0,0.5,0,0.0,0.5,0,0.0,0.5,0,0.0,0.4375,0,0.0,0.0004248619079589844,0.55,65
0.8125,0,0.0,0.75,0,0.0,0.4375,0,0.0,0.75,0,0.0,0.5625,0,0.0,0.0004277229309082031,0.55,01
0.75,0,0.0,0.6875,0,0.0,0.5625,0,0.0,0.625,0,0.0,0.5,0,0.0,0.0004305839538574219,0.55,23
0.75,0,0.0,0.625,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.0004303455352783203,0.55,49
0.9375,0,0.5,0.8125,0,0.5,0.625,0,0.0,0.75,0,0.0,0.375,0,0.0,0.0004324913024902344,0.55,78
0.875,0,0.5,0.375,0,0.0,0.375,0,0.0,0.375,0,0.0,0.5,0,0.0,0.0004322528839111328,0.55,65
0.9375,0,0.5,0.5625,0,0.0,0.6875,0,0.0,0.5625,0,0.0,0.6875,0,0.0,0.0004334449768066406,0.55,01
0.875,0,0.5,0.625,0,0.5,0.3125,0,0.0,0.5625,0,0.0,0.375,0,0.0,0.0005574226379394531,0.55,23
0.8125,0,0.0,0.4375,0,0.0,0.5625,0,0.0,0.4375,0,0.0,0.4375,0,0.0,0.00046634674072265625,0.55,49
0.75,0,0.0,0.625,0,0.0,0.5,0,0.0,0.625,0,0.0,0.5,0,0.0,0.00042819976806640625,0.55,78
1.0,1,1.0,0.4375,0,0.0,0.625,0,0.0,0.4375,0,0.0,0.5,0,0.0,0.0004279613494873047,0.55,65
0.9375,0,0.5,0.75,0,0.0,0.6875,0,0.0,0.75,0,0.0,0.6875,0,0.0,0.00042700767517089844,0.55,01
0.875,0,0.5,0.75,0,0.0,0.5625,0,0.0,0.75,0,0.0,0.5,0,0.0,0.0004286766052246094,0.55,23
0.9375,0,0.5,0.625,0,0.0,0.5625,0,0.0,0.625,0,0.0,0.5625,0,0.0,0.0004267692565917969,0.55,49
0.875,0,0.0,0.375,0,0.0,0.5,0,0.0,0.5,0,0.0,0.5,0,0.0,0.0004265308380126953,0.55,78
0.9375,0,0.5,0.5,0,0.0,0.5,0,0.0,0.4375,0,0.0,0.4375,0,0.0,0.0004334449768066406,0.55,65
0.875,0,0.0,0.8125,0,0.5,0.6875,0,0.0,0.6875,0,0.0,0.5625,0,0.0,0.00042319297790527344,0.55,01
0.75,0,0.0,0.4375,0,0.0,0.4375,0,0.0,0.4375,0,0.0,0.4375,0,0.0,0.0004279613494873047,0.55,23
0.75,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.5,0,0.0,0.00043129920959472656,0.55,49
0.875,0,0.0,0.75,0,0.0,0.625,0,0.0,0.75,0,0.0,0.5625,0,0.0,0.0004305839538574219,0.55,78
0.75,0,0.0,0.5,0,0.0,0.625,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.00043129920959472656,0.55,65
0.9375,0,0.5,0.6875,0,0.0,0.6875,0,0.0,0.6875,0,0.0,0.6875,0,0.0,0.00043082237243652344,0.55,01
0.8125,0,0.0,0.4375,0,0.0,0.4375,0,0.0,0.4375,0,0.0,0.4375,0,0.0,0.00042939186096191406,0.55,23
0.8125,0,0.5,0.5625,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.0004363059997558594,0.55,49
0.9375,0,0.5,0.75,0,0.5,0.625,0,0.0,0.75,0,0.5,0.5,0,0.0,0.0004639625549316406,0.55,78
0.875,0,0.0,0.375,0,0.0,0.4375,0,0.0,0.375,0,0.0,0.4375,0,0.0,0.000461578369140625,0.55,65
0.8125,0,0.5,0.4375,0,0.0,0.3125,0,0.0,0.3125,0,0.0,0.5625,0,0.0,0.0004322528839111328,0.55,01
0.875,0,0.5,0.6875,0,0.0,0.5625,0,0.0,0.625,0,0.0,0.4375,0,0.0,0.00043082237243652344,0.55,23
0.8125,0,0.0,0.4375,0,0.0,0.5625,0,0.0,0.4375,0,0.0,0.5625,0,0.0,0.00042700767517089844,0.55,49
0.8125,0,0.5,0.5625,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.0004291534423828125,0.55,78
0.875,0,0.0,0.375,0,0.0,0.5,0,0.0,0.4375,0,0.0,0.5,0,0.0,0.0004303455352783203,0.55,65
0.875,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.625,0,0.0,0.0004305839538574219,0.55,01
0.875,0,0.5,0.75,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.375,0,0.0,0.0004322528839111328,0.55,23
0.875,0,0.5,0.375,0,0.0,0.3125,0,0.0,0.4375,0,0.0,0.5,0,0.0,0.00042891502380371094,0.55,49
0.8125,0,0.0,0.625,0,0.0,0.625,0,0.0,0.625,0,0.0,0.625,0,0.0,0.0004303455352783203,0.55,78
0.8125,0,0.0,0.4375,0,0.0,0.5,0,0.0,0.4375,0,0.0,0.5,0,0.0,0.0004291534423828125,0.55,65
0.9375,0,0.5,0.75,0,0.0,0.6875,0,0.0,0.75,0,0.0,0.6875,0,0.0,0.000431060791015625,0.6,01
0.8125,0,0.0,0.6875,0,0.0,0.4375,0,0.0,0.5625,0,0.0,0.3125,0,0.0,0.000431060791015625,0.6,23
0.875,0,0.5,0.6875,0,0.0,0.4375,0,0.0,0.6875,0,0.0,0.5625,0,0.0,0.00043010711669921875,0.6,49
0.875,0,0.0,0.5,0,0.0,0.5,0,0.0,0.5,0,0.0,0.5,0,0.0,0.0004305839538574219,0.6,78
0.75,0,0.0,0.625,0,0.0,0.5,0,0.0,0.5,0,0.0,0.5,0,0.0,0.0004324913024902344,0.6,65
0.875,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.4375,0,0.0,0.0005083084106445312,0.6,01
0.875,0,0.5,0.4375,0,0.0,0.4375,0,0.0,0.5625,0,0.0,0.4375,0,0.0,0.0005662441253662109,0.6,23
0.8125,0,0.0,0.5625,0,0.0,0.3125,0,0.0,0.5625,0,0.0,0.4375,0,0.0,0.0005545616149902344,0.6,49
0.8125,0,0.0,0.5,0,0.0,0.625,0,0.0,0.625,0,0.0,0.375,0,0.0,0.00043129920959472656,0.6,78
0.8125,0,0.0,0.4375,0,0.0,0.5,0,0.0,0.4375,0,0.0,0.5,0,0.0,0.0004329681396484375,0.6,65
0.8125,0,0.0,0.75,0,0.0,0.4375,0,0.0,0.4375,0,0.0,0.375,0,0.0,0.00043272972106933594,0.6,01
0.8125,0,0.0,0.4375,0,0.0,0.3125,0,0.0,0.3125,0,0.0,0.4375,0,0.0,0.00043272972106933594,0.6,23
0.75,0,0.0,0.6875,0,0.0,0.5625,0,0.0,0.6875,0,0.0,0.4375,0,0.0,0.0004506111145019531,0.6,49
0.875,0,0.5,0.4375,0,0.0,0.5,0,0.0,0.4375,0,0.0,0.5,0,0.0,0.0004303455352783203,0.6,78
0.875,0,0.5,0.3125,0,0.0,0.625,0,0.0,0.4375,0,0.0,0.3125,0,0.0,0.000431060791015625,0.6,65
0.875,0,0.0,0.75,0,0.0,0.5625,0,0.0,0.75,0,0.0,0.5,0,0.0,0.00042819976806640625,0.6,01
0.6875,0,0.0,0.5,0,0.0,0.5,0,0.0,0.5,0,0.0,0.5,0,0.0,0.00043201446533203125,0.6,23
0.875,0,0.5,0.75,0,0.5,0.625,0,0.0,0.625,0,0.0,0.5625,0,0.0,0.0004291534423828125,0.6,49
0.75,0,0.0,0.5,0,0.0,0.5,0,0.0,0.5,0,0.0,0.5,0,0.0,0.0004322528839111328,0.6,78
0.9375,0,0.5,0.8125,0,0.0,0.625,0,0.0,0.75,0,0.0,0.75,0,0.0,0.000431060791015625,0.6,65
0.8125,0,0.0,0.625,0,0.0,0.6875,0,0.0,0.625,0,0.0,0.6875,0,0.0,0.0004277229309082031,0.6,01
0.75,0,0.0,0.4375,0,0.0,0.5,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.0006101131439208984,0.6,23
0.9375,0,0.5,0.6875,0,0.0,0.5625,0,0.0,0.625,0,0.0,0.5,0,0.0,0.0006456375122070312,0.6,49
0.8125,0,0.5,0.625,0,0.0,0.625,0,0.0,0.625,0,0.0,0.5625,0,0.0,0.0004684925079345703,0.6,78
0.75,0,0.0,0.5,0,0.0,0.4375,0,0.0,0.5,0,0.0,0.4375,0,0.0,0.0004341602325439453,0.6,65
0.9375,0,0.5,0.5625,0,0.0,0.6875,0,0.0,0.5,0,0.0,0.5,0,0.0,0.00042748451232910156,0.6,01
0.8125,0,0.5,0.8125,0,0.5,0.5625,0,0.0,0.8125,0,0.5,0.375,0,0.0,0.0004353523254394531,0.6,23
0.75,0,0.0,0.6875,0,0.0,0.5625,0,0.0,0.75,0,0.0,0.5625,0,0.0,0.0004355907440185547,0.6,49
0.875,0,0.5,0.4375,0,0.0,0.5,0,0.0,0.5,0,0.0,0.5,0,0.0,0.0004987716674804688,0.6,78
0.6875,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.00042891502380371094,0.6,65
0.8125,0,0.0,0.5625,0,0.0,0.6875,0,0.0,0.5625,0,0.0,0.6875,0,0.0,0.0004329681396484375,0.6,01
0.75,0,0.0,0.6875,0,0.0,0.5625,0,0.0,0.6875,0,0.0,0.4375,0,0.0,0.0004305839538574219,0.6,23
0.875,0,0.5,0.4375,0,0.0,0.5625,0,0.0,0.4375,0,0.0,0.375,0,0.0,0.00042748451232910156,0.6,49
1.0,1,1.0,0.625,0,0.0,0.625,0,0.0,0.625,0,0.0,0.5625,0,0.0,0.0004355907440185547,0.6,78
0.625,0,0.0,0.375,0,0.0,0.375,0,0.0,0.375,0,0.0,0.4375,0,0.0,0.0004284381866455078,0.6,65
0.875,0,0.0,0.75,0,0.0,0.6875,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.0004298686981201172,0.6,01
0.75,0,0.0,0.625,0,0.0,0.5,0,0.0,0.625,0,0.0,0.4375,0,0.0,0.0005521774291992188,0.6,23
0.9375,0,0.5,0.4375,0,0.0,0.375,0,0.0,0.4375,0,0.0,0.5,0,0.0,0.00043272972106933594,0.6,49
0.6875,0,0.0,0.5625,0,0.0,0.4375,0,0.0,0.4375,0,0.0,0.375,0,0.0,0.0007238388061523438,0.6,78
0.75,0,0.0,0.4375,0,0.0,0.5,0,0.0,0.5,0,0.0,0.5,0,0.0,0.00046443939208984375,0.6,65
0.9375,0,0.5,0.6875,0,0.0,0.6875,0,0.0,0.6875,0,0.0,0.6875,0,0.0,0.0004355907440185547,0.6,01
0.75,0,0.0,0.625,0,0.0,0.5,0,0.0,0.625,0,0.0,0.4375,0,0.0,0.0004391670227050781,0.6,23
0.8125,0,0.0,0.75,0,0.0,0.5625,0,0.0,0.6875,0,0.0,0.4375,0,0.0,0.0004298686981201172,0.6,49
0.9375,0,0.5,0.8125,0,0.5,0.625,0,0.0,0.8125,0,0.5,0.5,0,0.0,0.00043487548828125,0.6,78
0.875,0,0.0,0.4375,0,0.0,0.5625,0,0.0,0.4375,0,0.0,0.5,0,0.0,0.000431060791015625,0.6,65
0.875,0,0.5,0.75,0,0.5,0.375,0,0.0,0.375,0,0.0,0.5625,0,0.0,0.0004265308380126953,0.6,01
1.0,1,1.0,0.125,0,0.0,0.4375,0,0.0,0.25,0,0.0,0.6875,0,0.0,0.00043201446533203125,0.6,23
0.875,0,0.5,0.875,0,0.5,0.5625,0,0.0,0.875,0,0.5,0.625,0,0.0,0.0004317760467529297,0.6,49
0.875,0,0.5,0.625,0,0.0,0.5,0,0.0,0.75,0,0.0,0.375,0,0.0,0.0004303455352783203,0.6,78
0.875,0,0.5,0.3125,0,0.0,0.375,0,0.0,0.3125,0,0.0,0.4375,0,0.0,0.0004279613494873047,0.6,65
0.8125,0,0.0,0.625,0,0.0,0.6875,0,0.0,0.625,0,0.0,0.6875,0,0.0,0.0004284381866455078,0.6,01
0.6875,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.375,0,0.0,0.00042700767517089844,0.6,23
0.8125,0,0.0,0.8125,0,0.0,0.4375,0,0.0,0.6875,0,0.0,0.4375,0,0.0,0.0004279613494873047,0.6,49
0.8125,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.5,0,0.0,0.4375,0,0.0,0.0004298686981201172,0.6,78
0.875,0,0.5,0.6875,0,0.0,0.5,0,0.0,0.6875,0,0.0,0.5,0,0.0,0.0006117820739746094,0.6,65
0.9375,0,0.5,0.5625,0,0.0,0.6875,0,0.0,0.5625,0,0.0,0.6875,0,0.0,0.0006821155548095703,0.6,01
1.0,1,1.0,0.5,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.00043892860412597656,0.6,23
0.75,0,0.0,0.4375,0,0.0,0.5625,0,0.0,0.4375,0,0.0,0.5625,0,0.0,0.00043320655822753906,0.6,49
0.6875,0,0.0,0.6875,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.375,0,0.0,0.0004303455352783203,0.6,78
0.9375,0,0.5,0.75,0,0.0,0.625,0,0.0,0.625,0,0.0,0.625,0,0.0,0.0004353523254394531,0.6,65
0.875,0,0.5,0.5,0,0.0,0.6875,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.00042891502380371094,0.6,01
0.8125,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.00043201446533203125,0.6,23
0.875,0,0.5,0.375,0,0.0,0.375,0,0.0,0.3125,0,0.0,0.25,0,0.0,0.0004329681396484375,0.6,49
0.875,0,0.5,0.6875,0,0.0,0.625,0,0.0,0.75,0,0.0,0.625,0,0.0,0.0004284381866455078,0.6,78
0.6875,0,0.0,0.3125,0,0.0,0.5,0,0.0,0.3125,0,0.0,0.375,0,0.0,0.0004322528839111328,0.6,65
0.875,0,0.0,0.6875,0,0.0,0.4375,0,0.0,0.625,0,0.0,0.375,0,0.0,0.0004329681396484375,0.6,01
0.8125,0,0.0,0.625,0,0.0,0.5625,0,0.0,0.625,0,0.0,0.5625,0,0.0,0.0004296302795410156,0.6,23
0.75,0,0.0,0.6875,0,0.0,0.4375,0,0.0,0.6875,0,0.0,0.5,0,0.0,0.0004343986511230469,0.6,49
0.9375,0,0.5,0.625,0,0.0,0.625,0,0.0,0.625,0,0.0,0.625,0,0.0,0.00043201446533203125,0.6,78
0.6875,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.5,0,0.0,0.4375,0,0.0,0.0004298686981201172,0.6,65
0.875,0,0.5,0.5,0,0.0,0.4375,0,0.0,0.4375,0,0.0,0.375,0,0.0,0.0004322528839111328,0.6,01
0.8125,0,0.0,0.6875,0,0.0,0.5625,0,0.0,0.6875,0,0.0,0.5625,0,0.0,0.0005517005920410156,0.6,23
0.6875,0,0.0,0.6875,0,0.0,0.4375,0,0.0,0.6875,0,0.0,0.4375,0,0.0,0.000431060791015625,0.6,49
0.875,0,0.5,0.6875,0,0.0,0.5,0,0.0,0.6875,0,0.0,0.375,0,0.0,0.0004298686981201172,0.6,78
0.9375,0,0.5,0.4375,0,0.0,0.625,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.0004363059997558594,0.6,65
0.875,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.625,0,0.0,0.00043487548828125,0.6,01
0.875,0,0.5,0.6875,0,0.0,0.5625,0,0.0,0.6875,0,0.0,0.625,0,0.0,0.0004343986511230469,0.6,23
0.8125,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.625,0,0.0,0.5,0,0.0,0.00043845176696777344,0.6,49
0.875,0,0.5,0.5625,0,0.0,0.625,0,0.0,0.5625,0,0.0,0.625,0,0.0,0.0004322528839111328,0.6,78
0.875,0,0.0,0.625,0,0.0,0.625,0,0.0,0.625,0,0.0,0.5625,0,0.0,0.0004363059997558594,0.6,65
0.9375,0,0.5,0.4375,0,0.0,0.6875,0,0.0,0.4375,0,0.0,0.75,0,0.0,0.00043272972106933594,0.6,01
0.8125,0,0.0,0.5625,0,0.0,0.4375,0,0.0,0.5,0,0.0,0.5,0,0.0,0.0004324913024902344,0.6,23
0.875,0,0.5,0.75,0,0.5,0.625,0,0.0,0.625,0,0.0,0.5625,0,0.0,0.0004334449768066406,0.6,49
0.75,0,0.0,0.625,0,0.0,0.625,0,0.0,0.5625,0,0.0,0.625,0,0.0,0.0004343986511230469,0.6,78
0.875,0,0.5,0.375,0,0.0,0.375,0,0.0,0.4375,0,0.0,0.4375,0,0.0,0.0004379749298095703,0.6,65
0.8125,0,0.0,0.8125,0,0.0,0.4375,0,0.0,0.8125,0,0.0,0.5625,0,0.0,0.000438690185546875,0.6,01
0.75,0,0.0,0.4375,0,0.0,0.4375,0,0.0,0.4375,0,0.0,0.4375,0,0.0,0.00043511390686035156,0.6,23
0.625,0,0.0,0.625,0,0.0,0.5625,0,0.0,0.6875,0,0.0,0.5,0,0.0,0.0004622936248779297,0.6,49
0.8125,0,0.0,0.75,0,0.0,0.5,0,0.0,0.6875,0,0.0,0.5,0,0.0,0.0004875659942626953,0.6,78
0.875,0,0.0,0.25,0,0.0,0.375,0,0.0,0.3125,0,0.0,0.4375,0,0.0,0.00043463706970214844,0.6,65
0.8125,0,0.0,0.8125,0,0.0,0.6875,0,0.0,0.8125,0,0.0,0.625,0,0.0,0.00043845176696777344,0.6,01
0.75,0,0.0,0.6875,0,0.0,0.4375,0,0.0,0.625,0,0.0,0.3125,0,0.0,0.0004355907440185547,0.6,23
0.8125,0,0.5,0.75,0,0.5,0.4375,0,0.0,0.625,0,0.0,0.375,0,0.0,0.00043463706970214844,0.6,49
0.75,0,0.5,0.375,0,0.0,0.5,0,0.0,0.375,0,0.0,0.4375,0,0.0,0.0004367828369140625,0.6,78
0.875,0,0.0,0.4375,0,0.0,0.5,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.0004353523254394531,0.6,65
0.8125,0,0.0,0.75,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.375,0,0.0,0.0004343986511230469,0.6,01
0.75,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.6875,0,0.0,0.625,0,0.0,0.0004317760467529297,0.6,23
0.8125,0,0.0,0.625,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.5,0,0.0,0.0004410743713378906,0.6,49
0.8125,0,0.0,0.5,0,0.0,0.5,0,0.0,0.5,0,0.0,0.4375,0,0.0,0.00043392181396484375,0.6,78
0.875,0,0.5,0.625,0,0.0,0.6875,0,0.0,0.625,0,0.0,0.6875,0,0.0,0.0004379749298095703,0.6,65
0.875,0,0.0,0.5,0,0.0,0.5,0,0.0,0.5,0,0.0,0.4375,0,0.0,0.0004296302795410156,0.6,01
0.9375,0,0.5,0.5625,0,0.0,0.4375,0,0.0,0.4375,0,0.0,0.3125,0,0.0,0.00043272972106933594,0.6,23
0.75,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.00043582916259765625,0.6,49
0.875,0,0.0,0.5,0,0.0,0.5,0,0.0,0.5,0,0.0,0.5,0,0.0,0.0004329681396484375,0.6,78
0.6875,0,0.0,0.4375,0,0.0,0.5,0,0.0,0.4375,0,0.0,0.5,0,0.0,0.0004360675811767578,0.6,65
0.875,0,0.0,0.625,0,0.0,0.6875,0,0.0,0.625,0,0.0,0.6875,0,0.0,0.0004336833953857422,0.6,01
0.9375,0,0.5,0.6875,0,0.0,0.5625,0,0.0,0.6875,0,0.0,0.5625,0,0.0,0.0004334449768066406,0.6,23
0.9375,0,0.5,0.4375,0,0.0,0.5625,0,0.0,0.375,0,0.0,0.4375,0,0.0,0.0004265308380126953,0.6,49
0.875,0,0.5,0.4375,0,0.0,0.375,0,0.0,0.4375,0,0.0,0.375,0,0.0,0.00043392181396484375,0.6,78
0.625,0,0.0,0.4375,0,0.0,0.375,0,0.0,0.4375,0,0.0,0.4375,0,0.0,0.0004353523254394531,0.6,65
0.875,0,0.0,0.5,0,0.0,0.6875,0,0.0,0.5,0,0.0,0.625,0,0.0,0.0004324913024902344,0.6,01
0.875,0,0.5,0.625,0,0.0,0.4375,0,0.0,0.625,0,0.0,0.5,0,0.0,0.0004317760467529297,0.6,23
0.75,0,0.0,0.75,0,0.5,0.4375,0,0.0,0.6875,0,0.0,0.5,0,0.0,0.00043392181396484375,0.6,49
0.8125,0,0.5,0.8125,0,0.0,0.5,0,0.0,0.5,0,0.0,0.5,0,0.0,0.0004329681396484375,0.6,78
0.8125,0,0.5,0.5,0,0.0,0.625,0,0.0,0.5625,0,0.0,0.625,0,0.0,0.0004315376281738281,0.6,65
0.9375,0,0.5,0.5625,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.00043773651123046875,0.6,01
0.75,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.5,0,0.0,0.0004291534423828125,0.6,23
0.8125,0,0.5,0.4375,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.5,0,0.0,0.0004343986511230469,0.6,49
0.75,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.00043010711669921875,0.6,78
0.9375,0,0.5,0.4375,0,0.0,0.4375,0,0.0,0.4375,0,0.0,0.375,0,0.0,0.00042939186096191406,0.6,65
0.875,0,0.0,0.6875,0,0.0,0.6875,0,0.0,0.625,0,0.0,0.625,0,0.0,0.00043272972106933594,0.6,01
0.75,0,0.0,0.6875,0,0.0,0.5625,0,0.0,0.6875,0,0.0,0.4375,0,0.0,0.000431060791015625,0.6,23
0.875,0,0.5,0.875,0,0.5,0.5625,0,0.0,0.6875,0,0.0,0.5625,0,0.0,0.00043487548828125,0.6,49
0.9375,0,0.5,0.625,0,0.0,0.5,0,0.0,0.5,0,0.0,0.5,0,0.0,0.0004372596740722656,0.6,78
0.8125,0,0.0,0.6875,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.5,0,0.0,0.00043654441833496094,0.6,65
0.9375,0,0.5,0.5625,0,0.0,0.6875,0,0.0,0.5625,0,0.0,0.6875,0,0.0,0.0004410743713378906,0.6,01
0.875,0,0.0,0.5625,0,0.0,0.4375,0,0.0,0.6875,0,0.0,0.625,0,0.0,0.0004360675811767578,0.6,23
0.8125,0,0.0,0.375,0,0.0,0.4375,0,0.0,0.4375,0,0.0,0.5625,0,0.0,0.00043463706970214844,0.6,49
0.875,0,0.5,0.75,0,0.5,0.5,0,0.0,0.75,0,0.0,0.625,0,0.0,0.00043702125549316406,0.6,78
0.75,0,0.0,0.5,0,0.0,0.375,0,0.0,0.5,0,0.0,0.5,0,0.0,0.0004334449768066406,0.6,65
0.875,0,0.5,0.75,0,0.0,0.4375,0,0.0,0.625,0,0.0,0.4375,0,0.0,0.00043392181396484375,0.6,01
0.75,0,0.0,0.5625,0,0.0,0.4375,0,0.0,0.4375,0,0.0,0.4375,0,0.0,0.0004382133483886719,0.6,23
0.8125,0,0.0,0.8125,0,0.0,0.4375,0,0.0,0.8125,0,0.0,0.4375,0,0.0,0.00043654441833496094,0.6,49
0.9375,0,0.5,0.625,0,0.0,0.5625,0,0.0,0.625,0,0.0,0.5,0,0.0,0.00043487548828125,0.6,78
0.6875,0,0.0,0.4375,0,0.0,0.375,0,0.0,0.375,0,0.0,0.4375,0,0.0,0.00043845176696777344,0.6,65
0.875,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.0004355907440185547,0.6,01
0.8125,0,0.0,0.4375,0,0.0,0.4375,0,0.0,0.3125,0,0.0,0.4375,0,0.0,0.0004341602325439453,0.6,23
0.9375,0,0.5,0.875,0,0.0,0.6875,0,0.0,0.875,0,0.0,0.6875,0,0.0,0.00043463706970214844,0.6,49
0.875,0,0.0,0.75,0,0.0,0.625,0,0.0,0.75,0,0.0,0.375,0,0.0,0.0004382133483886719,0.6,78
0.875,0,0.0,0.625,0,0.0,0.4375,0,0.0,0.5625,0,0.0,0.4375,0,0.0,0.00043487548828125,0.6,65
0.875,0,0.0,0.625,0,0.0,0.6875,0,0.0,0.5625,0,0.0,0.5625,0,0.0,0.0004360675811767578,0.6,01
