bit_acc,msg_acc,msg_similarity,baseline_bit_acc,baseline_msg_acc,baseline_msg_similarity,hmm_bit_acc,hmm_msg_acc,hmm_msg_similarity,fb_bit_acc,fb_msg_acc,fb_msg_similarity,med_bit_acc,med_msg_acc,med_msg_similarity,latency,noise,message
0.9375,0,0.5,0.8125,0,0.5,0.8125,0,0.5,0.8125,0,0.5,0.5,0,0.0,0.00043463706970214844,0.1,65
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.5625,0,0.0,0.0004355907440185547,0.1,01
0.9375,0,0.5,0.9375,0,0.5,0.8125,0,0.0,0.8125,0,0.0,0.4375,0,0.0,0.0004341602325439453,0.1,23
0.9375,0,0.5,0.9375,0,0.5,0.9375,0,0.5,0.9375,0,0.5,0.625,0,0.0,0.0004341602325439453,0.1,49
0.8125,0,0.5,0.8125,0,0.5,0.8125,0,0.5,0.8125,0,0.5,0.4375,0,0.0,0.0004360675811767578,0.1,78
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.5625,0,0.0,0.0004417896270751953,0.1,65
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.5625,0,0.0,0.0004343986511230469,0.1,01
0.9375,0,0.5,0.9375,0,0.5,0.8125,0,0.0,0.8125,0,0.0,0.4375,0,0.0,0.00043702125549316406,0.1,23
0.875,0,0.5,0.8125,0,0.0,0.8125,0,0.0,0.8125,0,0.0,0.4375,0,0.0,0.0004336833953857422,0.1,49
0.875,0,0.5,0.875,0,0.5,0.875,0,0.5,0.875,0,0.5,0.4375,0,0.0,0.00043654441833496094,0.1,78
1.0,1,1.0,0.875,0,0.5,0.875,0,0.5,0.875,0,0.5,0.5625,0,0.0,0.0004360675811767578,0.1,65
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.5625,0,0.0,0.0004360675811767578,0.1,01
0.875,0,0.5,0.875,0,0.5,0.75,0,0.0,0.875,0,0.5,0.3125,0,0.0,0.00043129920959472656,0.1,23
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.625,0,0.0,0.00043201446533203125,0.1,49
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.4375,0,0.0,0.00043320655822753906,0.1,78
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.5625,0,0.0,0.0004322528839111328,0.1,65
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.5625,0,0.0,0.0004353523254394531,0.1,01
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.3125,0,0.0,0.0004379749298095703,0.1,23
1.0,1,1.0,0.875,0,0.5,0.875,0,0.5,0.875,0,0.5,0.5625,0,0.0,0.00043702125549316406,0.1,49
0.875,0,0.5,0.875,0,0.5,0.875,0,0.5,0.875,0,0.5,0.4375,0,0.0,0.0004363059997558594,0.1,78
1.0,1,1.0,0.875,0,0.5,0.875,0,0.5,0.875,0,0.5,0.5625,0,0.0,0.0004329681396484375,0.1,65
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.5625,0,0.0,0.0004363059997558594,0.1,01
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.3125,0,0.0,0.00043511390686035156,0.1,23
0.9375,0,0.5,0.9375,0,0.5,0.9375,0,0.5,0.9375,0,0.5,0.5,0,0.0,0.00043082237243652344,0.1,49
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.4375,0,0.0,0.0004475116729736328,0.1,78
1.0,1,1.0,0.75,0,0.0,0.75,0,0.0,0.75,0,0.0,0.625,0,0.0,0.0004336833953857422,0.1,65
0.9375,0,0.5,0.75,0,0.0,0.75,0,0.0,0.75,0,0.0,0.75,0,0.0,0.0004284381866455078,0.1,01
1.0,1,1.0,1.0,1,1.0,0.875,0,0.5,0.875,0,0.5,0.3125,0,0.0,0.0004329681396484375,0.1,23
0.625,0,0.0,0.75,0,0.0,0.6875,0,0.0,0.75,0,0.0,0.375,0,0.0,0.00042629241943359375,0.1,49
0.8125,0,0.5,0.8125,0,0.5,0.8125,0,0.5,0.8125,0,0.5,0.4375,0,0.0,0.0004379749298095703,0.1,78
0.9375,0,0.5,0.9375,0,0.5,0.8125,0,0.0,0.9375,0,0.5,0.4375,0,0.0,0.0004284381866455078,0.1,65
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.5625,0,0.0,0.00043392181396484375,0.1,01
1.0,1,1.0,0.875,0,0.5,0.8125,0,0.0,0.875,0,0.5,0.5,0,0.0,0.00042939186096191406,0.1,23
1.0,1,1.0,0.875,0,0.5,0.875,0,0.5,0.875,0,0.5,0.625,0,0.0,0.0004298686981201172,0.1,49
0.8125,0,0.0,0.6875,0,0.0,0.625,0,0.0,0.6875,0,0.0,0.4375,0,0.0,0.0004315376281738281,0.1,78
1.0,1,1.0,0.875,0,0.5,0.875,0,0.5,0.875,0,0.5,0.5625,0,0.0,0.00043463706970214844,0.1,65
0.875,0,0.5,0.875,0,0.5,0.875,0,0.5,0.875,0,0.5,0.6875,0,0.0,0.0004329681396484375,0.1,01
0.875,0,0.5,0.875,0,0.5,0.875,0,0.5,0.875,0,0.5,0.3125,0,0.0,0.0004284381866455078,0.1,23
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.625,0,0.0,0.0004284381866455078,0.1,49
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.4375,0,0.0,0.0004353523254394531,0.1,78
1.0,1,1.0,0.875,0,0.5,0.875,0,0.5,0.875,0,0.5,0.625,0,0.0,0.0004627704620361328,0.1,65
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.5625,0,0.0,0.0004303455352783203,0.1,01
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.3125,0,0.0,0.00042939186096191406,0.1,23
0.8125,0,0.0,0.8125,0,0.0,0.8125,0,0.0,0.8125,0,0.0,0.4375,0,0.0,0.00043272972106933594,0.1,49
0.9375,0,0.5,0.8125,0,0.5,0.8125,0,0.5,0.8125,0,0.5,0.5,0,0.0,0.0004324913024902344,0.1,78
0.875,0,0.0,0.75,0,0.0,0.8125,0,0.5,0.75,0,0.0,0.6875,0,0.0,0.0004303455352783203,0.1,65
0.9375,0,0.5,0.9375,0,0.5,0.9375,0,0.5,0.9375,0,0.5,0.5625,0,0.0,0.0004291534423828125,0.1,01
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.3125,0,0.0,0.00043272972106933594,0.1,23
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.625,0,0.0,0.0004286766052246094,0.1,49
0.875,0,0.5,0.875,0,0.5,0.875,0,0.5,0.875,0,0.5,0.4375,0,0.0,0.000431060791015625,0.1,78
1.0,1,1.0,0.875,0,0.5,0.875,0,0.5,0.875,0,0.5,0.625,0,0.0,0.0004291534423828125,0.1,65
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.5625,0,0.0,0.00043082237243652344,0.1,01
1.0,1,1.0,0.875,0,0.5,0.75,0,0.0,0.75,0,0.0,0.5,0,0.0,0.0004303455352783203,0.1,23
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.625,0,0.0,0.0004303455352783203,0.1,49
1.0,1,1.0,1.0,1,1.0,0.875,0,0.5,0.875,0,0.5,0.4375,0,0.0,0.0004703998565673828,0.1,78
0.875,0,0.0,0.875,0,0.0,0.8125,0,0.0,0.875,0,0.0,0.375,0,0.0,0.0004341602325439453,0.1,65
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.5625,0,0.0,0.0004305839538574219,0.1,01
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.3125,0,0.0,0.0004227161407470703,0.1,23
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.625,0,0.0,0.00042724609375,0.1,49
1.0,1,1.0,1.0,1,1.0,0.8125,0,0.5,0.875,0,0.5,0.4375,0,0.0,0.0004291534423828125,0.1,78
1.0,1,1.0,0.875,0,0.5,0.875,0,0.5,0.875,0,0.5,0.625,0,0.0,0.0004298686981201172,0.1,65
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.5625,0,0.0,0.0004279613494873047,0.1,01
0.875,0,0.5,0.875,0,0.5,0.75,0,0.0,0.875,0,0.5,0.3125,0,0.0,0.0004265308380126953,0.1,23
0.9375,0,0.5,0.9375,0,0.5,0.9375,0,0.5,0.9375,0,0.5,0.5625,0,0.0,0.0004260540008544922,0.1,49
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.4375,0,0.0,0.0004298686981201172,0.1,78
0.875,0,0.0,0.875,0,0.0,0.875,0,0.0,0.875,0,0.0,0.6875,0,0.0,0.00042939186096191406,0.1,65
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.5625,0,0.0,0.0004265308380126953,0.1,01
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.3125,0,0.0,0.00043320655822753906,0.1,23
0.9375,0,0.5,0.9375,0,0.5,0.9375,0,0.5,0.9375,0,0.5,0.5,0,0.0,0.00042939186096191406,0.1,49
1.0,1,1.0,0.875,0,0.5,0.75,0,0.0,0.75,0,0.0,0.5625,0,0.0,0.00042748451232910156,0.1,78
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.5625,0,0.0,0.0004296302795410156,0.1,65
0.9375,0,0.5,0.9375,0,0.5,0.9375,0,0.5,0.9375,0,0.5,0.5625,0,0.0,0.00042629241943359375,0.1,01
1.0,1,1.0,0.875,0,0.5,0.6875,0,0.0,0.75,0,0.0,0.5,0,0.0,0.0004324913024902344,0.1,23
1.0,1,1.0,0.875,0,0.5,0.875,0,0.5,0.875,0,0.5,0.5625,0,0.0,0.00042891502380371094,0.1,49
0.8125,0,0.0,0.8125,0,0.0,0.75,0,0.0,0.8125,0,0.0,0.3125,0,0.0,0.0004987716674804688,0.1,78
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.5625,0,0.0,0.00046944618225097656,0.1,65
0.9375,0,0.5,0.9375,0,0.5,0.9375,0,0.5,0.9375,0,0.5,0.5625,0,0.0,0.00043129920959472656,0.1,01
0.9375,0,0.5,0.9375,0,0.5,0.8125,0,0.0,0.8125,0,0.0,0.4375,0,0.0,0.00043082237243652344,0.1,23
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.625,0,0.0,0.0004315376281738281,0.1,49
1.0,1,1.0,0.875,0,0.5,0.75,0,0.0,0.75,0,0.0,0.5625,0,0.0,0.00043010711669921875,0.1,78
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.5625,0,0.0,0.0004279613494873047,0.1,65
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.5625,0,0.0,0.00043129920959472656,0.1,01
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.3125,0,0.0,0.0004286766052246094,0.1,23
0.875,0,0.5,0.875,0,0.5,0.875,0,0.5,0.875,0,0.5,0.5625,0,0.0,0.00042700767517089844,0.1,49
0.9375,0,0.5,0.8125,0,0.0,0.6875,0,0.0,0.6875,0,0.0,0.5,0,0.0,0.0004227161407470703,0.1,78
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.5625,0,0.0,0.0004296302795410156,0.1,65
0.875,0,0.5,0.875,0,0.5,0.875,0,0.5,0.875,0,0.5,0.6875,0,0.0,0.00042819976806640625,0.1,01
0.9375,0,0.5,0.9375,0,0.5,0.8125,0,0.0,0.8125,0,0.0,0.4375,0,0.0,0.0004296302795410156,0.1,23
0.9375,0,0.5,0.9375,0,0.5,0.9375,0,0.5,0.9375,0,0.5,0.5,0,0.0,0.0004286766052246094,0.1,49
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.4375,0,0.0,0.0004298686981201172,0.1,78
0.875,0,0.0,0.75,0,0.0,0.8125,0,0.5,0.75,0,0.0,0.625,0,0.0,0.0004329681396484375,0.1,65
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.5625,0,0.0,0.00044918060302734375,0.1,01
1.0,1,1.0,0.875,0,0.5,0.75,0,0.0,0.75,0,0.0,0.5,0,0.0,0.0004851818084716797,0.1,23
0.9375,0,0.5,0.8125,0,0.5,0.8125,0,0.5,0.8125,0,0.5,0.625,0,0.0,0.0004374980926513672,0.1,49
0.9375,0,0.5,0.8125,0,0.0,0.6875,0,0.0,0.6875,0,0.0,0.5,0,0.0,0.00042510032653808594,0.1,78
0.9375,0,0.5,0.8125,0,0.5,0.75,0,0.0,0.8125,0,0.5,0.625,0,0.0,0.0004258155822753906,0.1,65
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.5625,0,0.0,0.00042819976806640625,0.1,01
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.3125,0,0.0,0.00042891502380371094,0.1,23
0.9375,0,0.5,0.8125,0,0.5,0.8125,0,0.5,0.8125,0,0.5,0.625,0,0.0,0.0004296302795410156,0.1,49
0.9375,0,0.5,0.9375,0,0.5,0.8125,0,0.5,0.8125,0,0.5,0.375,0,0.0,0.00042724609375,0.1,78
0.9375,0,0.5,0.9375,0,0.5,0.8125,0,0.0,0.9375,0,0.5,0.4375,0,0.0,0.0004279613494873047,0.1,65
1.0,1,1.0,1.0,1,1.0,0.9375,0,0.5,1.0,1,1.0,0.5625,0,0.0,0.0004279613494873047,0.1,01
0.875,0,0.5,0.8125,0,0.0,0.8125,0,0.0,0.8125,0,0.0,0.5625,0,0.0,0.0004265308380126953,0.1,23
1.0,1,1.0,0.875,0,0.5,0.875,0,0.5,0.875,0,0.5,0.5625,0,0.0,0.0004317760467529297,0.1,49
1.0,1,1.0,1.0,1,1.0,0.875,0,0.5,0.875,0,0.5,0.4375,0,0.0,0.0004258155822753906,0.1,78
1.0,1,1.0,0.8125,0,0.0,0.8125,0,0.0,0.8125,0,0.0,0.625,0,0.0,0.00043010711669921875,0.1,65
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.5625,0,0.0,0.00042939186096191406,0.1,01
0.875,0,0.5,0.75,0,0.5,0.75,0,0.5,0.75,0,0.5,0.375,0,0.0,0.0004298686981201172,0.1,23
0.9375,0,0.5,0.8125,0,0.0,0.8125,0,0.0,0.8125,0,0.0,0.5625,0,0.0,0.00042510032653808594,0.1,49
1.0,1,1.0,1.0,1,1.0,0.875,0,0.5,0.875,0,0.5,0.4375,0,0.0,0.0004680156707763672,0.1,78
0.9375,0,0.5,0.9375,0,0.5,0.9375,0,0.5,0.9375,0,0.5,0.5,0,0.0,0.0005247592926025391,0.1,65
1.0,1,1.0,0.875,0,0.5,0.875,0,0.5,0.875,0,0.5,0.625,0,0.0,0.00042724609375,0.1,01
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.3125,0,0.0,0.000431060791015625,0.1,23
0.875,0,0.0,0.875,0,0.0,0.875,0,0.0,0.875,0,0.0,0.4375,0,0.0,0.00043082237243652344,0.1,49
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.4375,0,0.0,0.0004322528839111328,0.1,78
0.9375,0,0.5,0.9375,0,0.5,0.9375,0,0.5,0.9375,0,0.5,0.6875,0,0.0,0.0004324913024902344,0.1,65
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.5625,0,0.0,0.00043201446533203125,0.1,01
1.0,1,1.0,1.0,1,1.0,0.875,0,0.5,0.875,0,0.5,0.3125,0,0.0,0.00043082237243652344,0.1,23
1.0,1,1.0,0.875,0,0.5,0.875,0,0.5,0.875,0,0.5,0.5625,0,0.0,0.00043272972106933594,0.1,49
0.875,0,0.5,0.875,0,0.5,0.875,0,0.5,0.875,0,0.5,0.4375,0,0.0,0.0004291534423828125,0.1,78
0.9375,0,0.5,0.8125,0,0.5,0.8125,0,0.5,0.8125,0,0.5,0.6875,0,0.0,0.00043201446533203125,0.1,65
0.9375,0,0.5,0.9375,0,0.5,0.9375,0,0.5,0.9375,0,0.5,0.5625,0,0.0,0.0004305839538574219,0.1,01
0.875,0,0.5,0.875,0,0.5,0.875,0,0.5,0.875,0,0.5,0.3125,0,0.0,0.00043010711669921875,0.1,23
0.875,0,0.5,0.8125,0,0.0,0.8125,0,0.0,0.8125,0,0.0,0.4375,0,0.0,0.0004277229309082031,0.1,49
1.0,1,1.0,0.875,0,0.5,0.75,0,0.0,0.75,0,0.0,0.5625,0,0.0,0.0004279613494873047,0.1,78
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.5625,0,0.0,0.0004284381866455078,0.1,65
1.0,1,1.0,1.0,1,1.0,0.9375,0,0.5,1.0,1,1.0,0.5625,0,0.0,0.00046253204345703125,0.1,01
0.9375,0,0.5,0.9375,0,0.5,0.8125,0,0.0,0.8125,0,0.0,0.4375,0,0.0,0.00043082237243652344,0.1,23
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.625,0,0.0,0.0004265308380126953,0.1,49
1.0,1,1.0,1.0,1,1.0,0.8125,0,0.5,0.875,0,0.5,0.4375,0,0.0,0.000431060791015625,0.1,78
0.9375,0,0.5,0.9375,0,0.5,0.9375,0,0.5,0.9375,0,0.5,0.4375,0,0.0,0.0004291534423828125,0.1,65
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.5625,0,0.0,0.00042819976806640625,0.1,01
1.0,1,1.0,1.0,1,1.0,0.875,0,0.5,0.875,0,0.5,0.3125,0,0.0,0.0004324913024902344,0.1,23
0.9375,0,0.5,0.9375,0,0.5,0.9375,0,0.5,0.9375,0,0.5,0.5625,0,0.0,0.0004303455352783203,0.1,49
0.875,0,0.5,0.875,0,0.5,0.8125,0,0.5,0.875,0,0.5,0.4375,0,0.0,0.0004305839538574219,0.1,78
0.9375,0,0.5,0.9375,0,0.5,0.9375,0,0.5,0.9375,0,0.5,0.5625,0,0.0,0.00039267539978027344,0.1,65
0.875,0,0.5,0.875,0,0.5,0.875,0,0.5,0.875,0,0.5,0.6875,0,0.0,0.00043654441833496094,0.1,01
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.3125,0,0.0,0.0004317760467529297,0.1,23
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.625,0,0.0,0.0004315376281738281,0.1,49
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.4375,0,0.0,0.00043320655822753906,0.1,78
1.0,1,1.0,0.75,0,0.0,0.75,0,0.0,0.75,0,0.0,0.625,0,0.0,0.000431060791015625,0.1,65
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.5625,0,0.0,0.0004277229309082031,0.1,01
0.9375,0,0.5,0.9375,0,0.5,0.8125,0,0.0,0.8125,0,0.0,0.4375,0,0.0,0.0005235671997070312,0.1,23
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.625,0,0.0,0.0004475116729736328,0.1,49
0.8125,0,0.0,0.8125,0,0.0,0.75,0,0.0,0.8125,0,0.0,0.3125,0,0.0,0.00043082237243652344,0.1,78
0.9375,0,0.5,0.9375,0,0.5,0.9375,0,0.5,0.9375,0,0.5,0.5,0,0.0,0.0004303455352783203,0.1,65
1.0,1,1.0,1.0,1,1.0,0.9375,0,0.5,1.0,1,1.0,0.5625,0,0.0,0.00043010711669921875,0.1,01
0.8125,0,0.0,0.8125,0,0.0,0.8125,0,0.0,0.8125,0,0.0,0.4375,0,0.0,0.0004324913024902344,0.1,23
0.9375,0,0.5,0.9375,0,0.5,0.9375,0,0.5,0.9375,0,0.5,0.5,0,0.0,0.00042724609375,0.1,49
1.0,1,1.0,1.0,1,1.0,0.875,0,0.5,0.875,0,0.5,0.4375,0,0.0,0.00042629241943359375,0.1,78
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.5625,0,0.0,0.00042891502380371094,0.1,65
1.0,1,1.0,1.0,1,1.0,0.9375,0,0.5,1.0,1,1.0,0.5625,0,0.0,0.0004303455352783203,0.1,01
0.9375,0,0.5,0.8125,0,0.5,0.6875,0,0.0,0.6875,0,0.0,0.5625,0,0.0,0.0004334449768066406,0.1,23
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.625,0,0.0,0.00042939186096191406,0.1,49
0.875,0,0.5,0.875,0,0.5,0.8125,0,0.5,0.875,0,0.5,0.4375,0,0.0,0.0004303455352783203,0.1,78
1.0,1,1.0,0.8125,0,0.0,0.8125,0,0.0,0.8125,0,0.0,0.625,0,0.0,0.0004329681396484375,0.1,65
0.8125,0,0.0,0.8125,0,0.0,0.8125,0,0.0,0.8125,0,0.0,0.6875,0,0.0,0.0004305839538574219,0.1,01
1.0,1,1.0,0.875,0,0.5,0.75,0,0.0,0.75,0,0.0,0.5,0,0.0,0.0004329681396484375,0.1,23
0.9375,0,0.5,0.9375,0,0.5,0.875,0,0.5,0.9375,0,0.5,0.5625,0,0.0,0.0004673004150390625,0.1,49
0.9375,0,0.5,0.9375,0,0.5,0.8125,0,0.0,0.8125,0,0.0,0.3125,0,0.0,0.00043082237243652344,0.1,78
1.0,1,1.0,0.875,0,0.5,0.875,0,0.5,0.875,0,0.5,0.5625,0,0.0,0.00043082237243652344,0.1,65
0.875,0,0.0,0.8125,0,0.5,0.8125,0,0.5,0.8125,0,0.5,0.5625,0,0.0,0.0004303455352783203,0.1,01
1.0,1,1.0,0.875,0,0.5,0.75,0,0.0,0.75,0,0.0,0.5,0,0.0,0.00043392181396484375,0.1,23
0.875,0,0.5,0.8125,0,0.0,0.8125,0,0.0,0.8125,0,0.0,0.4375,0,0.0,0.0004324913024902344,0.1,49
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.4375,0,0.0,0.0004286766052246094,0.1,78
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.5625,0,0.0,0.000431060791015625,0.1,65
1.0,1,1.0,1.0,1,1.0,0.9375,0,0.5,1.0,1,1.0,0.5625,0,0.0,0.0004475116729736328,0.1,01
0.875,0,0.5,0.875,0,0.5,0.875,0,0.5,0.875,0,0.5,0.3125,0,0.0,0.0004315376281738281,0.1,23
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.625,0,0.0,0.0004298686981201172,0.1,49
0.9375,0,0.5,0.9375,0,0.5,0.8125,0,0.5,0.8125,0,0.5,0.375,0,0.0,0.00043272972106933594,0.1,78
0.875,0,0.5,0.875,0,0.5,0.8125,0,0.5,0.875,0,0.5,0.375,0,0.0,0.0004298686981201172,0.1,65
1.0,1,1.0,1.0,1,1.0,0.9375,0,0.5,1.0,1,1.0,0.5625,0,0.0,0.0004343986511230469,0.1,01
1.0,1,1.0,0.875,0,0.5,0.875,0,0.5,0.875,0,0.5,0.5,0,0.0,0.0004329681396484375,0.1,23
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.625,0,0.0,0.0004303455352783203,0.1,49
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.4375,0,0.0,0.0004324913024902344,0.1,78
0.9375,0,0.5,0.9375,0,0.5,0.9375,0,0.5,0.9375,0,0.5,0.6875,0,0.0,0.00043463706970214844,0.1,65
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.5625,0,0.0,0.0004298686981201172,0.1,01
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.3125,0,0.0,0.0004937648773193359,0.1,23
0.9375,0,0.5,0.8125,0,0.5,0.8125,0,0.5,0.8125,0,0.5,0.625,0,0.0,0.0004780292510986328,0.1,49
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.4375,0,0.0,0.0004317760467529297,0.1,78
0.9375,0,0.5,0.9375,0,0.5,0.9375,0,0.5,0.9375,0,0.5,0.5625,0,0.0,0.0004315376281738281,0.1,65
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.5625,0,0.0,0.0004398822784423828,0.1,01
0.875,0,0.5,0.75,0,0.5,0.75,0,0.5,0.75,0,0.5,0.375,0,0.0,0.00043487548828125,0.1,23
0.9375,0,0.5,0.9375,0,0.5,0.9375,0,0.5,0.9375,0,0.5,0.5,0,0.0,0.0004303455352783203,0.1,49
0.875,0,0.5,0.875,0,0.5,0.8125,0,0.0,0.875,0,0.5,0.5625,0,0.0,0.00043082237243652344,0.1,78
0.9375,0,0.5,0.9375,0,0.5,0.9375,0,0.5,0.9375,0,0.5,0.6875,0,0.0,0.00043129920959472656,0.1,65
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.5625,0,0.0,0.00043272972106933594,0.1,01
1.0,1,1.0,0.875,0,0.5,0.75,0,0.0,0.75,0,0.0,0.5,0,0.0,0.0004296302795410156,0.1,23
0.9375,0,0.5,0.9375,0,0.5,0.9375,0,0.5,0.9375,0,0.5,0.5625,0,0.0,0.00043463706970214844,0.1,49
1.0,1,1.0,1.0,1,1.0,0.875,0,0.5,0.875,0,0.5,0.4375,0,0.0,0.000431060791015625,0.1,78
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.5625,0,0.0,0.0004343986511230469,0.1,65
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.5625,0,0.0,0.0004279613494873047,0.1,01
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.3125,0,0.0,0.00043129920959472656,0.1,23
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.625,0,0.0,0.0004329681396484375,0.1,49
0.9375,0,0.5,0.8125,0,0.0,0.6875,0,0.0,0.6875,0,0.0,0.5,0,0.0,0.0004718303680419922,0.1,78
0.875,0,0.0,0.875,0,0.0,0.875,0,0.0,0.875,0,0.0,0.4375,0,0.0,0.00045990943908691406,0.1,65
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.5625,0,0.0,0.0004279613494873047,0.1,01
1.0,1,1.0,0.875,0,0.5,0.75,0,0.0,0.75,0,0.0,0.5,0,0.0,0.0004260540008544922,0.1,23
0.875,0,0.0,0.875,0,0.0,0.875,0,0.0,0.875,0,0.0,0.4375,0,0.0,0.0004303455352783203,0.1,49
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.4375,0,0.0,0.0004258155822753906,0.1,78
1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.5625,0,0.0,0.000431060791015625,0.1,65
0.875,0,0.5,0.875,0,0.5,0.875,0,0.5,0.875,0,0.5,0.6875,0,0.0,0.0004265308380126953,0.1,01
0.9375,0,0.5,0.9375,0,0.5,0.8125,0,0.0,0.8125,0,0.0,0.4375,0,0.0,0.00042724609375,0.1,23
1.0,1,1.0,0.875,0,0.5,0.875,0,0.5,0.875,0,0.5,0.5625,0,0.0,0.00043082237243652344,0.1,49
